"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]"
"Halsua kk","1977","5","25","02:00","-1","-1"
"Halsua kk","1977","5","26","02:00","-1","-1"
"Halsua kk","1977","5","27","02:00","1.6","-1"
"Halsua kk","1977","5","28","02:00","-1","-1"
"Halsua kk","1977","5","29","02:00","1.1","-1"
"Halsua kk","1977","5","30","02:00","1.3","-1"
"Halsua kk","1977","5","31","02:00","-1","-1"
"Halsua kk","1977","6","1","02:00","4","-1"
"Halsua kk","1977","6","2","02:00","-1","-1"
"Halsua kk","1977","6","3","02:00","1.6","-1"
"Halsua kk","1977","6","4","02:00","1.5","-1"
"Halsua kk","1977","6","5","02:00","-1","-1"
"Halsua kk","1977","6","6","02:00","-1","-1"
"Halsua kk","1977","6","7","02:00","-1","-1"
"Halsua kk","1977","6","8","02:00","3.1","-1"
"Halsua kk","1977","6","9","02:00","-1","-1"
"Halsua kk","1977","6","10","02:00","0.2","-1"
"Halsua kk","1977","6","11","02:00","0.9","-1"
"Halsua kk","1977","6","12","02:00","-1","-1"
"Halsua kk","1977","6","13","02:00","-1","-1"
"Halsua kk","1977","6","14","02:00","-1","-1"
"Halsua kk","1977","6","15","02:00","-1","-1"
"Halsua kk","1977","6","16","02:00","-1","-1"
"Halsua kk","1977","6","17","02:00","-1","-1"
"Halsua kk","1977","6","18","02:00","-1","-1"
"Halsua kk","1977","6","19","02:00","2.2","-1"
"Halsua kk","1977","6","20","02:00","1","-1"
"Halsua kk","1977","6","21","02:00","0.2","-1"
"Halsua kk","1977","6","22","02:00","-1","-1"
"Halsua kk","1977","6","23","02:00","1.8","-1"
"Halsua kk","1977","6","24","02:00","2","-1"
"Halsua kk","1977","6","25","02:00","5","-1"
"Halsua kk","1977","6","26","02:00","-1","-1"
"Halsua kk","1977","6","27","02:00","0.2","-1"
"Halsua kk","1977","6","28","02:00","13.5","-1"
"Halsua kk","1977","6","29","02:00","0.3","-1"
"Halsua kk","1977","6","30","02:00","16.9","-1"
"Halsua kk","1977","7","1","02:00","-1","-1"
"Halsua kk","1977","7","2","02:00","-1","-1"
"Halsua kk","1977","7","3","02:00","-1","-1"
"Halsua kk","1977","7","4","02:00","7.6","-1"
"Halsua kk","1977","7","5","02:00","-1","-1"
"Halsua kk","1977","7","6","02:00","-1","-1"
"Halsua kk","1977","7","7","02:00","-1","-1"
"Halsua kk","1977","7","8","02:00","-1","-1"
"Halsua kk","1977","7","9","02:00","-1","-1"
"Halsua kk","1977","7","10","02:00","0.9","-1"
"Halsua kk","1977","7","11","02:00","2.7","-1"
"Halsua kk","1977","7","12","02:00","0.2","-1"
"Halsua kk","1977","7","13","02:00","-1","-1"
"Halsua kk","1977","7","14","02:00","30.3","-1"
"Halsua kk","1977","7","15","02:00","4.1","-1"
"Halsua kk","1977","7","16","02:00","6.7","-1"
"Halsua kk","1977","7","17","02:00","0.1","-1"
"Halsua kk","1977","7","18","02:00","10.4","-1"
"Halsua kk","1977","7","19","02:00","2.6","-1"
"Halsua kk","1977","7","20","02:00","-1","-1"
"Halsua kk","1977","7","21","02:00","6.2","-1"
"Halsua kk","1977","7","22","02:00","11.6","-1"
"Halsua kk","1977","7","23","02:00","0.1","-1"
"Halsua kk","1977","7","24","02:00","4.2","-1"
"Halsua kk","1977","7","25","02:00","0.2","-1"
"Halsua kk","1977","7","26","02:00","3.7","-1"
"Halsua kk","1977","7","27","02:00","-1","-1"
"Halsua kk","1977","7","28","02:00","0.1","-1"
"Halsua kk","1977","7","29","02:00","-1","-1"
"Halsua kk","1977","7","30","02:00","2.5","-1"
"Halsua kk","1977","7","31","02:00","-1","-1"
"Halsua kk","1977","8","1","02:00","0.1","-1"
"Halsua kk","1977","8","2","02:00","-1","-1"
"Halsua kk","1977","8","3","02:00","-1","-1"
"Halsua kk","1977","8","4","02:00","37.5","-1"
"Halsua kk","1977","8","5","02:00","1.4","-1"
"Halsua kk","1977","8","6","02:00","3.4","-1"
"Halsua kk","1977","8","7","02:00","-1","-1"
"Halsua kk","1977","8","8","02:00","-1","-1"
"Halsua kk","1977","8","9","02:00","0","-1"
"Halsua kk","1977","8","10","02:00","0.4","-1"
"Halsua kk","1977","8","11","02:00","20.9","-1"
"Halsua kk","1977","8","12","02:00","1.4","-1"
"Halsua kk","1977","8","13","02:00","4.2","-1"
"Halsua kk","1977","8","14","02:00","2.3","-1"
"Halsua kk","1977","8","15","02:00","0.1","-1"
"Halsua kk","1977","8","16","02:00","2.8","-1"
"Halsua kk","1977","8","17","02:00","-1","-1"
"Halsua kk","1977","8","18","02:00","0.6","-1"
"Halsua kk","1977","8","19","02:00","-1","-1"
"Halsua kk","1977","8","20","02:00","0.1","-1"
"Halsua kk","1977","8","21","02:00","0","-1"
"Halsua kk","1977","8","22","02:00","0","-1"
"Halsua kk","1977","8","23","02:00","0.7","-1"
"Halsua kk","1977","8","24","02:00","0.4","-1"
"Halsua kk","1977","8","25","02:00","0","-1"
"Halsua kk","1977","8","26","02:00","0.9","-1"
"Halsua kk","1977","8","27","02:00","0.2","-1"
"Halsua kk","1977","8","28","02:00","0","-1"
"Halsua kk","1977","8","29","02:00","0","-1"
"Halsua kk","1977","8","30","02:00","0.1","-1"
"Halsua kk","1977","8","31","02:00","1.4","-1"
"Halsua kk","1977","9","1","02:00","0.1","-1"
"Halsua kk","1977","9","2","02:00","-1","-1"
"Halsua kk","1977","9","3","02:00","7.2","-1"
"Halsua kk","1977","9","4","02:00","0.1","-1"
"Halsua kk","1977","9","5","02:00","4.9","-1"
"Halsua kk","1977","9","6","02:00","12.4","-1"
"Halsua kk","1977","9","7","02:00","14.5","-1"
"Halsua kk","1977","9","8","02:00","0","-1"
"Halsua kk","1977","9","9","02:00","4.6","-1"
"Halsua kk","1977","9","10","02:00","0.2","-1"
"Halsua kk","1977","9","11","02:00","0.8","-1"
"Halsua kk","1977","9","12","02:00","0.5","-1"
"Halsua kk","1977","9","13","02:00","-1","-1"
"Halsua kk","1977","9","14","02:00","0.2","-1"
"Halsua kk","1977","9","15","02:00","0.2","-1"
"Halsua kk","1977","9","16","02:00","0.5","-1"
"Halsua kk","1977","9","17","02:00","-1","-1"
"Halsua kk","1977","9","18","02:00","0","-1"
"Halsua kk","1977","9","19","02:00","0.5","-1"
"Halsua kk","1977","9","20","02:00","0","-1"
"Halsua kk","1977","9","21","02:00","0.6","-1"
"Halsua kk","1977","9","22","02:00","-1","-1"
"Halsua kk","1977","9","23","02:00","-1","-1"
"Halsua kk","1977","9","24","02:00","0.9","-1"
"Halsua kk","1977","9","25","02:00","1.1","-1"
"Halsua kk","1977","9","26","02:00","0.1","-1"
"Halsua kk","1977","9","27","02:00","0.1","-1"
"Halsua kk","1977","9","28","02:00","0.3","-1"
"Halsua kk","1977","9","29","02:00","3.8","-1"
"Halsua kk","1977","9","30","02:00","1.8","-1"
"Halsua kk","1977","10","1","02:00","0.4","-1"
"Halsua kk","1977","10","2","02:00","1.5","-1"
"Halsua kk","1977","10","3","02:00","0","0"
"Halsua kk","1977","10","4","02:00","0.1","0"
"Halsua kk","1977","10","5","02:00","0.8","0"
"Halsua kk","1977","10","6","02:00","1.3","0"
"Halsua kk","1977","10","7","02:00","0.1","3"
"Halsua kk","1977","10","8","02:00","-1","3"
"Halsua kk","1977","10","9","02:00","0.1","3"
"Halsua kk","1977","10","10","02:00","1.5","-1"
"Halsua kk","1977","10","11","02:00","1.3","-1"
"Halsua kk","1977","10","12","02:00","0.2","-1"
"Halsua kk","1977","10","13","02:00","0.2","-1"
"Halsua kk","1977","10","14","02:00","-1","-1"
"Halsua kk","1977","10","15","02:00","1.7","-1"
"Halsua kk","1977","10","16","02:00","2.4","0"
"Halsua kk","1977","10","17","02:00","6","0"
"Halsua kk","1977","10","18","02:00","-1","-1"
"Halsua kk","1977","10","19","02:00","-1","-1"
"Halsua kk","1977","10","20","02:00","1.6","-1"
"Halsua kk","1977","10","21","02:00","0.8","-1"
"Halsua kk","1977","10","22","02:00","0.3","-1"
"Halsua kk","1977","10","23","02:00","0.7","-1"
"Halsua kk","1977","10","24","02:00","2.8","-1"
"Halsua kk","1977","10","25","02:00","5","-1"
"Halsua kk","1977","10","26","02:00","1.2","-1"
"Halsua kk","1977","10","27","02:00","0.2","-1"
"Halsua kk","1977","10","28","02:00","2.1","-1"
"Halsua kk","1977","10","29","02:00","2.2","-1"
"Halsua kk","1977","10","30","02:00","0","-1"
"Halsua kk","1977","10","31","02:00","-1","-1"
"Halsua kk","1977","11","1","02:00","-1","-1"
"Halsua kk","1977","11","2","02:00","0.2","-1"
"Halsua kk","1977","11","3","02:00","0.2","-1"
"Halsua kk","1977","11","4","02:00","3.4","-1"
"Halsua kk","1977","11","5","02:00","2.2","-1"
"Halsua kk","1977","11","6","02:00","7.8","-1"
"Halsua kk","1977","11","7","02:00","2","-1"
"Halsua kk","1977","11","8","02:00","2.9","-1"
"Halsua kk","1977","11","9","02:00","0.1","-1"
"Halsua kk","1977","11","10","02:00","-1","-1"
"Halsua kk","1977","11","11","02:00","3.7","-1"
"Halsua kk","1977","11","12","02:00","5.7","-1"
"Halsua kk","1977","11","13","02:00","0.5","-1"
"Halsua kk","1977","11","14","02:00","0.1","-1"
"Halsua kk","1977","11","15","02:00","0.2","-1"
"Halsua kk","1977","11","16","02:00","-1","-1"
"Halsua kk","1977","11","17","02:00","0.5","-1"
"Halsua kk","1977","11","18","02:00","0.2","1"
"Halsua kk","1977","11","19","02:00","0.1","1"
"Halsua kk","1977","11","20","02:00","-1","1"
"Halsua kk","1977","11","21","02:00","5.5","1"
"Halsua kk","1977","11","22","02:00","0.4","5"
"Halsua kk","1977","11","23","02:00","0.5","5"
"Halsua kk","1977","11","24","02:00","2.5","7"
"Halsua kk","1977","11","25","02:00","5","10"
"Halsua kk","1977","11","26","02:00","0.1","15"
"Halsua kk","1977","11","27","02:00","-1","15"
"Halsua kk","1977","11","28","02:00","0.8","15"
"Halsua kk","1977","11","29","02:00","0.4","15"
"Halsua kk","1977","11","30","02:00","0.5","15"
"Halsua kk","1977","12","1","02:00","0.3","15"
"Halsua kk","1977","12","2","02:00","0.1","12"
"Halsua kk","1977","12","3","02:00","0.1","12"
"Halsua kk","1977","12","4","02:00","0.1","12"
"Halsua kk","1977","12","5","02:00","-1","12"
"Halsua kk","1977","12","6","02:00","-1","12"
"Halsua kk","1977","12","7","02:00","-1","11"
"Halsua kk","1977","12","8","02:00","-1","11"
"Halsua kk","1977","12","9","02:00","-1","11"
"Halsua kk","1977","12","10","02:00","-1","11"
"Halsua kk","1977","12","11","02:00","0","11"
"Halsua kk","1977","12","12","02:00","0.4","11"
"Halsua kk","1977","12","13","02:00","0.2","11"
"Halsua kk","1977","12","14","02:00","-1","8"
"Halsua kk","1977","12","15","02:00","0.2","8"
"Halsua kk","1977","12","16","02:00","-1","8"
"Halsua kk","1977","12","17","02:00","0","8"
"Halsua kk","1977","12","18","02:00","-1","8"
"Halsua kk","1977","12","19","02:00","0","8"
"Halsua kk","1977","12","20","02:00","0","8"
"Halsua kk","1977","12","21","02:00","0.7","8"
"Halsua kk","1977","12","22","02:00","-1","9"
"Halsua kk","1977","12","23","02:00","2.5","9"
"Halsua kk","1977","12","24","02:00","1.2","11"
"Halsua kk","1977","12","25","02:00","3.1","12"
"Halsua kk","1977","12","26","02:00","1","16"
"Halsua kk","1977","12","27","02:00","-1","17"
"Halsua kk","1977","12","28","02:00","-1","17"
"Halsua kk","1977","12","29","02:00","0.3","17"
"Halsua kk","1977","12","30","02:00","0.7","17"
"Halsua kk","1977","12","31","02:00","0.6","18"
"Halsua kk","1978","1","1","02:00","3.1","19"
"Halsua kk","1978","1","2","02:00","0.4","24"
"Halsua kk","1978","1","3","02:00","0.6","25"
"Halsua kk","1978","1","4","02:00","0.3","25"
"Halsua kk","1978","1","5","02:00","-1","26"
"Halsua kk","1978","1","6","02:00","2","26"
"Halsua kk","1978","1","7","02:00","2","21"
"Halsua kk","1978","1","8","02:00","1.8","22"
"Halsua kk","1978","1","9","02:00","-1","22"
"Halsua kk","1978","1","10","02:00","1.2","22"
"Halsua kk","1978","1","11","02:00","-1","22"
"Halsua kk","1978","1","12","02:00","-1","22"
"Halsua kk","1978","1","13","02:00","2","22"
"Halsua kk","1978","1","14","02:00","0.3","27"
"Halsua kk","1978","1","15","02:00","0","27"
"Halsua kk","1978","1","16","02:00","-1","27"
"Halsua kk","1978","1","17","02:00","1.1","27"
"Halsua kk","1978","1","18","02:00","2.4","27"
"Halsua kk","1978","1","19","02:00","0.1","27"
"Halsua kk","1978","1","20","02:00","-1","27"
"Halsua kk","1978","1","21","02:00","0.3","27"
"Halsua kk","1978","1","22","02:00","0.5","27"
"Halsua kk","1978","1","23","02:00","0.2","28"
"Halsua kk","1978","1","24","02:00","2","29"
"Halsua kk","1978","1","25","02:00","0.9","32"
"Halsua kk","1978","1","26","02:00","-1","33"
"Halsua kk","1978","1","27","02:00","0.2","33"
"Halsua kk","1978","1","28","02:00","2.5","33"
"Halsua kk","1978","1","29","02:00","1","34"
"Halsua kk","1978","1","30","02:00","0.6","34"
"Halsua kk","1978","1","31","02:00","0","33"
"Halsua kk","1978","2","1","02:00","-1","33"
"Halsua kk","1978","2","2","02:00","1.3","33"
"Halsua kk","1978","2","3","02:00","-1","33"
"Halsua kk","1978","2","4","02:00","-1","33"
"Halsua kk","1978","2","5","02:00","-1","33"
"Halsua kk","1978","2","6","02:00","-1","33"
"Halsua kk","1978","2","7","02:00","0.6","33"
"Halsua kk","1978","2","8","02:00","0.2","33"
"Halsua kk","1978","2","9","02:00","0.1","33"
"Halsua kk","1978","2","10","02:00","0.2","33"
"Halsua kk","1978","2","11","02:00","0.3","33"
"Halsua kk","1978","2","12","02:00","0.1","33"
"Halsua kk","1978","2","13","02:00","0.2","33"
"Halsua kk","1978","2","14","02:00","-1","33"
"Halsua kk","1978","2","15","02:00","-1","33"
"Halsua kk","1978","2","16","02:00","-1","33"
"Halsua kk","1978","2","17","02:00","-1","33"
"Halsua kk","1978","2","18","02:00","-1","33"
"Halsua kk","1978","2","19","02:00","-1","33"
"Halsua kk","1978","2","20","02:00","-1","33"
"Halsua kk","1978","2","21","02:00","0.2","33"
"Halsua kk","1978","2","22","02:00","-1","33"
"Halsua kk","1978","2","23","02:00","-1","33"
"Halsua kk","1978","2","24","02:00","2.7","33"
"Halsua kk","1978","2","25","02:00","1.7","36"
"Halsua kk","1978","2","26","02:00","0.3","35"
"Halsua kk","1978","2","27","02:00","-1","35"
"Halsua kk","1978","2","28","02:00","0.3","35"
"Halsua kk","1978","3","1","02:00","0.2","34"
"Halsua kk","1978","3","2","02:00","-1","32"
"Halsua kk","1978","3","3","02:00","0.3","30"
"Halsua kk","1978","3","4","02:00","1.9","30"
"Halsua kk","1978","3","5","02:00","0.7","30"
"Halsua kk","1978","3","6","02:00","-1","28"
"Halsua kk","1978","3","7","02:00","-1","27"
"Halsua kk","1978","3","8","02:00","-1","27"
"Halsua kk","1978","3","9","02:00","-1","27"
"Halsua kk","1978","3","10","02:00","0.3","27"
"Halsua kk","1978","3","11","02:00","-1","26"
"Halsua kk","1978","3","12","02:00","-1","26"
"Halsua kk","1978","3","13","02:00","12","26"
"Halsua kk","1978","3","14","02:00","4","38"
"Halsua kk","1978","3","15","02:00","-1","41"
"Halsua kk","1978","3","16","02:00","-1","41"
"Halsua kk","1978","3","17","02:00","0.5","41"
"Halsua kk","1978","3","18","02:00","1.2","41"
"Halsua kk","1978","3","19","02:00","-1","41"
"Halsua kk","1978","3","20","02:00","-1","41"
"Halsua kk","1978","3","21","02:00","0","41"
"Halsua kk","1978","3","22","02:00","-1","41"
"Halsua kk","1978","3","23","02:00","0","41"
"Halsua kk","1978","3","24","02:00","-1","41"
"Halsua kk","1978","3","25","02:00","0.8","41"
"Halsua kk","1978","3","26","02:00","0.3","41"
"Halsua kk","1978","3","27","02:00","1.6","38"
"Halsua kk","1978","3","28","02:00","3.5","38"
"Halsua kk","1978","3","29","02:00","5.9","35"
"Halsua kk","1978","3","30","02:00","-1","31"
"Halsua kk","1978","3","31","02:00","-1","26"
"Halsua kk","1978","4","1","02:00","-1","25"
"Halsua kk","1978","4","2","02:00","-1","23"
"Halsua kk","1978","4","3","02:00","-1","23"
"Halsua kk","1978","4","4","02:00","-1","23"
"Halsua kk","1978","4","5","02:00","0.1","23"
"Halsua kk","1978","4","6","02:00","0.5","23"
"Halsua kk","1978","4","7","02:00","0.7","22"
"Halsua kk","1978","4","8","02:00","-1","22"
"Halsua kk","1978","4","9","02:00","0.8","22"
"Halsua kk","1978","4","10","02:00","0.3","21"
"Halsua kk","1978","4","11","02:00","1.1","21"
"Halsua kk","1978","4","12","02:00","1","16"
"Halsua kk","1978","4","13","02:00","-1","10"
"Halsua kk","1978","4","14","02:00","-1","10"
"Halsua kk","1978","4","15","02:00","1.6","5"
"Halsua kk","1978","4","16","02:00","3","2"
"Halsua kk","1978","4","17","02:00","0.5","5"
"Halsua kk","1978","4","18","02:00","0.1","2"
"Halsua kk","1978","4","19","02:00","2.6","1"
"Halsua kk","1978","4","20","02:00","-1","3"
"Halsua kk","1978","4","21","02:00","-1","2"
"Halsua kk","1978","4","22","02:00","-1","1"
"Halsua kk","1978","4","23","02:00","-1","0"
"Halsua kk","1978","4","24","02:00","0.1","0"
"Halsua kk","1978","4","25","02:00","-1","0"
"Halsua kk","1978","4","26","02:00","0.8","0"
"Halsua kk","1978","4","27","02:00","0","2"
"Halsua kk","1978","4","28","02:00","-1","0"
"Halsua kk","1978","4","29","02:00","-1","0"
"Halsua kk","1978","4","30","02:00","0.1","0"
"Halsua kk","1978","5","1","02:00","-1","0"
"Halsua kk","1978","5","2","02:00","-1","0"
"Halsua kk","1978","5","3","02:00","-1","0"
"Halsua kk","1978","5","4","02:00","-1","0"
"Halsua kk","1978","5","5","02:00","-1","0"
"Halsua kk","1978","5","6","02:00","-1","0"
"Halsua kk","1978","5","7","02:00","-1","0"
"Halsua kk","1978","5","8","02:00","-1","-1"
"Halsua kk","1978","5","9","02:00","-1","-1"
"Halsua kk","1978","5","10","02:00","-1","-1"
"Halsua kk","1978","5","11","02:00","-1","-1"
"Halsua kk","1978","5","12","02:00","-1","-1"
"Halsua kk","1978","5","13","02:00","-1","-1"
"Halsua kk","1978","5","14","02:00","-1","-1"
"Halsua kk","1978","5","15","02:00","4.6","-1"
"Halsua kk","1978","5","16","02:00","0.4","-1"
"Halsua kk","1978","5","17","02:00","-1","-1"
"Halsua kk","1978","5","18","02:00","-1","-1"
"Halsua kk","1978","5","19","02:00","-1","-1"
"Halsua kk","1978","5","20","02:00","-1","-1"
"Halsua kk","1978","5","21","02:00","5.9","-1"
"Halsua kk","1978","5","22","02:00","0.3","-1"
"Halsua kk","1978","5","23","02:00","-1","-1"
"Halsua kk","1978","5","24","02:00","-1","-1"
"Halsua kk","1978","5","25","02:00","-1","-1"
"Halsua kk","1978","5","26","02:00","0","-1"
"Halsua kk","1978","5","27","02:00","0","-1"
"Halsua kk","1978","5","28","02:00","-1","-1"
"Halsua kk","1978","5","29","02:00","0.6","-1"
"Halsua kk","1978","5","30","02:00","-1","-1"
"Halsua kk","1978","5","31","02:00","-1","-1"
"Halsua kk","1978","6","1","02:00","-1","-1"
"Halsua kk","1978","6","2","02:00","-1","-1"
"Halsua kk","1978","6","3","02:00","-1","-1"
"Halsua kk","1978","6","4","02:00","-1","-1"
"Halsua kk","1978","6","5","02:00","11.9","-1"
"Halsua kk","1978","6","6","02:00","0.3","-1"
"Halsua kk","1978","6","7","02:00","6","-1"
"Halsua kk","1978","6","8","02:00","15.1","-1"
"Halsua kk","1978","6","9","02:00","1.9","-1"
"Halsua kk","1978","6","10","02:00","3.2","-1"
"Halsua kk","1978","6","11","02:00","1.1","-1"
"Halsua kk","1978","6","12","02:00","-1","-1"
"Halsua kk","1978","6","13","02:00","-1","-1"
"Halsua kk","1978","6","14","02:00","-1","-1"
"Halsua kk","1978","6","15","02:00","1.4","-1"
"Halsua kk","1978","6","16","02:00","-1","-1"
"Halsua kk","1978","6","17","02:00","-1","-1"
"Halsua kk","1978","6","18","02:00","-1","-1"
"Halsua kk","1978","6","19","02:00","-1","-1"
"Halsua kk","1978","6","20","02:00","-1","-1"
"Halsua kk","1978","6","21","02:00","-1","-1"
"Halsua kk","1978","6","22","02:00","-1","-1"
"Halsua kk","1978","6","23","02:00","17.6","-1"
"Halsua kk","1978","6","24","02:00","0.2","-1"
"Halsua kk","1978","6","25","02:00","26.4","-1"
"Halsua kk","1978","6","26","02:00","-1","-1"
"Halsua kk","1978","6","27","02:00","-1","-1"
"Halsua kk","1978","6","28","02:00","0.5","-1"
"Halsua kk","1978","6","29","02:00","-1","-1"
"Halsua kk","1978","6","30","02:00","0","-1"
"Halsua kk","1978","7","1","02:00","-1","-1"
"Halsua kk","1978","7","2","02:00","-1","-1"
"Halsua kk","1978","7","3","02:00","0.6","-1"
"Halsua kk","1978","7","4","02:00","0.8","-1"
"Halsua kk","1978","7","5","02:00","-1","-1"
"Halsua kk","1978","7","6","02:00","0.3","-1"
"Halsua kk","1978","7","7","02:00","9.5","-1"
"Halsua kk","1978","7","8","02:00","-1","-1"
"Halsua kk","1978","7","9","02:00","2.4","-1"
"Halsua kk","1978","7","10","02:00","4","-1"
"Halsua kk","1978","7","11","02:00","2.6","-1"
"Halsua kk","1978","7","12","02:00","-1","-1"
"Halsua kk","1978","7","13","02:00","5.5","-1"
"Halsua kk","1978","7","14","02:00","6.6","-1"
"Halsua kk","1978","7","15","02:00","1.5","-1"
"Halsua kk","1978","7","16","02:00","2.7","-1"
"Halsua kk","1978","7","17","02:00","0","-1"
"Halsua kk","1978","7","18","02:00","-1","-1"
"Halsua kk","1978","7","19","02:00","-1","-1"
"Halsua kk","1978","7","20","02:00","0.1","-1"
"Halsua kk","1978","7","21","02:00","0.1","-1"
"Halsua kk","1978","7","22","02:00","0","-1"
"Halsua kk","1978","7","23","02:00","-1","-1"
"Halsua kk","1978","7","24","02:00","-1","-1"
"Halsua kk","1978","7","25","02:00","-1","-1"
"Halsua kk","1978","7","26","02:00","-1","-1"
"Halsua kk","1978","7","27","02:00","-1","-1"
"Halsua kk","1978","7","28","02:00","-1","-1"
"Halsua kk","1978","7","29","02:00","-1","-1"
"Halsua kk","1978","7","30","02:00","-1","-1"
"Halsua kk","1978","7","31","02:00","-1","-1"
"Halsua kk","1978","8","1","02:00","-1","-1"
"Halsua kk","1978","8","2","02:00","1.9","-1"
"Halsua kk","1978","8","3","02:00","0","-1"
"Halsua kk","1978","8","4","02:00","-1","-1"
"Halsua kk","1978","8","5","02:00","-1","-1"
"Halsua kk","1978","8","6","02:00","0.8","-1"
"Halsua kk","1978","8","7","02:00","3.3","-1"
"Halsua kk","1978","8","8","02:00","0","-1"
"Halsua kk","1978","8","9","02:00","-1","-1"
"Halsua kk","1978","8","10","02:00","-1","-1"
"Halsua kk","1978","8","11","02:00","0.4","-1"
"Halsua kk","1978","8","12","02:00","0.5","-1"
"Halsua kk","1978","8","13","02:00","3.4","-1"
"Halsua kk","1978","8","14","02:00","0.7","-1"
"Halsua kk","1978","8","15","02:00","0.5","-1"
"Halsua kk","1978","8","16","02:00","-1","-1"
"Halsua kk","1978","8","17","02:00","17","-1"
"Halsua kk","1978","8","18","02:00","0.2","-1"
"Halsua kk","1978","8","19","02:00","-1","-1"
"Halsua kk","1978","8","20","02:00","-1","-1"
"Halsua kk","1978","8","21","02:00","0.5","-1"
"Halsua kk","1978","8","22","02:00","6.3","-1"
"Halsua kk","1978","8","23","02:00","14.1","-1"
"Halsua kk","1978","8","24","02:00","0","-1"
"Halsua kk","1978","8","25","02:00","11.2","-1"
"Halsua kk","1978","8","26","02:00","1.7","-1"
"Halsua kk","1978","8","27","02:00","3.1","-1"
"Halsua kk","1978","8","28","02:00","2.8","-1"
"Halsua kk","1978","8","29","02:00","0.1","-1"
"Halsua kk","1978","8","30","02:00","0.1","-1"
"Halsua kk","1978","8","31","02:00","-1","-1"
"Halsua kk","1978","9","1","02:00","9.2","-1"
"Halsua kk","1978","9","2","02:00","0.3","-1"
"Halsua kk","1978","9","3","02:00","0.1","-1"
"Halsua kk","1978","9","4","02:00","-1","-1"
"Halsua kk","1978","9","5","02:00","0","-1"
"Halsua kk","1978","9","6","02:00","-1","-1"
"Halsua kk","1978","9","7","02:00","0","-1"
"Halsua kk","1978","9","8","02:00","0.2","-1"
"Halsua kk","1978","9","9","02:00","0","-1"
"Halsua kk","1978","9","10","02:00","6.4","-1"
"Halsua kk","1978","9","11","02:00","11.5","-1"
"Halsua kk","1978","9","12","02:00","1","-1"
"Halsua kk","1978","9","13","02:00","0","-1"
"Halsua kk","1978","9","14","02:00","4.5","-1"
"Halsua kk","1978","9","15","02:00","0.7","-1"
"Halsua kk","1978","9","16","02:00","0","-1"
"Halsua kk","1978","9","17","02:00","11.2","-1"
"Halsua kk","1978","9","18","02:00","5.5","-1"
"Halsua kk","1978","9","19","02:00","0.5","-1"
"Halsua kk","1978","9","20","02:00","0.1","-1"
"Halsua kk","1978","9","21","02:00","0.9","-1"
"Halsua kk","1978","9","22","02:00","1.9","-1"
"Halsua kk","1978","9","23","02:00","1.2","-1"
"Halsua kk","1978","9","24","02:00","-1","-1"
"Halsua kk","1978","9","25","02:00","-1","-1"
"Halsua kk","1978","9","26","02:00","-1","-1"
"Halsua kk","1978","9","27","02:00","-1","-1"
"Halsua kk","1978","9","28","02:00","0.3","-1"
"Halsua kk","1978","9","29","02:00","0","-1"
"Halsua kk","1978","9","30","02:00","-1","-1"
"Halsua kk","1978","10","1","02:00","0.1","-1"
"Halsua kk","1978","10","2","02:00","-1","-1"
"Halsua kk","1978","10","3","02:00","0.9","-1"
"Halsua kk","1978","10","4","02:00","1.5","-1"
"Halsua kk","1978","10","5","02:00","3.5","-1"
"Halsua kk","1978","10","6","02:00","0.4","-1"
"Halsua kk","1978","10","7","02:00","0.1","-1"
"Halsua kk","1978","10","8","02:00","0.1","-1"
"Halsua kk","1978","10","9","02:00","2.4","-1"
"Halsua kk","1978","10","10","02:00","-1","0"
"Halsua kk","1978","10","11","02:00","-1","0"
"Halsua kk","1978","10","12","02:00","0","-1"
"Halsua kk","1978","10","13","02:00","-1","-1"
"Halsua kk","1978","10","14","02:00","0.2","-1"
"Halsua kk","1978","10","15","02:00","-1","-1"
"Halsua kk","1978","10","16","02:00","-1","-1"
"Halsua kk","1978","10","17","02:00","5","-1"
"Halsua kk","1978","10","18","02:00","-1","-1"
"Halsua kk","1978","10","19","02:00","0.3","-1"
"Halsua kk","1978","10","20","02:00","1.1","-1"
"Halsua kk","1978","10","21","02:00","1.3","-1"
"Halsua kk","1978","10","22","02:00","-1","0"
"Halsua kk","1978","10","23","02:00","0.2","0"
"Halsua kk","1978","10","24","02:00","5.1","0"
"Halsua kk","1978","10","25","02:00","-1","0"
"Halsua kk","1978","10","26","02:00","-1","0"
"Halsua kk","1978","10","27","02:00","0.8","0"
"Halsua kk","1978","10","28","02:00","-1","-1"
"Halsua kk","1978","10","29","02:00","0.1","-1"
"Halsua kk","1978","10","30","02:00","0.1","-1"
"Halsua kk","1978","10","31","02:00","5.9","-1"
"Halsua kk","1978","11","1","02:00","4.5","-1"
"Halsua kk","1978","11","2","02:00","1.6","-1"
"Halsua kk","1978","11","3","02:00","6.7","-1"
"Halsua kk","1978","11","4","02:00","7.2","-1"
"Halsua kk","1978","11","5","02:00","4","-1"
"Halsua kk","1978","11","6","02:00","-1","3"
"Halsua kk","1978","11","7","02:00","-1","3"
"Halsua kk","1978","11","8","02:00","0.3","3"
"Halsua kk","1978","11","9","02:00","-1","-1"
"Halsua kk","1978","11","10","02:00","0.4","-1"
