Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Sademäärä (mm),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2020,2,20,21:00,UTC,7,1010.5,0,87,0,0,2.5,0.6,50000,178,10.7,5.9
2020,2,20,22:00,UTC,7,1009.8,0,86,0,0,2.8,0.6,50000,176,11.4,7
2020,2,20,23:00,UTC,7,1009.1,0,87,0,0,2.6,0.5,50000,178,12.3,7.2
2020,2,21,00:00,UTC,7,1008.2,0,85,0,0,2.7,0.5,50000,166,13.3,7.6
2020,2,21,01:00,UTC,7,1007.4,0,82,0,0,2.8,0.1,46860,168,13.5,8.2
2020,2,21,02:00,UTC,7,1006.4,0,78,0,0,3.1,-0.4,50000,177,13.5,7.3
2020,2,21,03:00,UTC,7,1005.3,0,80,0,0,3,-0.1,48450,170,13.9,7.1
2020,2,21,04:00,UTC,7,1004.4,0,82,0,0,3.1,0.3,43000,163,11.6,6
2020,2,21,05:00,UTC,7,1003.5,0,86,0,0,2.7,0.6,32230,152,11.1,7
2020,2,21,06:00,UTC,7,1003.1,0.6,92,0.7,0,2.1,1,7550,157,13.6,7.4
2020,2,21,07:00,UTC,7,1002.7,0.7,92,0.3,0,2.2,1,16950,169,13.8,7.6
2020,2,21,08:00,UTC,7,1002.6,0.2,91,0,0,2.3,1,13640,169,17.4,10.4
2020,2,21,09:00,UTC,7,1002.4,0.2,88,0,0,2.8,1,25360,172,13.9,9.1
2020,2,21,10:00,UTC,7,1002.3,0,87,0,0,2.9,0.9,32170,170,15.6,9.8
2020,2,21,11:00,UTC,7,1002.2,0,89,0,0,2.8,1.1,38770,180,17.6,9.6
2020,2,21,12:00,UTC,7,1002.1,0,89,0,0,2.8,1.2,27230,176,17.8,10.8
2020,2,21,13:00,UTC,7,1001.9,0,92,0,0,3,1.7,16850,179,15.5,8.9
2020,2,21,14:00,UTC,7,1002,0.2,93,0.3,0,3.2,2.1,7640,179,15.9,9.3
2020,2,21,15:00,UTC,7,1002.5,0.1,92,0,0,3.4,2.2,18100,192,16.6,10.6
2020,2,21,16:00,UTC,8,1003.1,0,90,0,0,3.8,2.3,21430,195,15,9.8
2020,2,21,17:00,UTC,7,1003.2,0,90,0,0,3.9,2.4,25970,198,15.6,8.8
2020,2,21,18:00,UTC,7,1003.6,0,91,0,0,3.8,2.5,21120,208,12.8,8.3
2020,2,21,19:00,UTC,8,1003.7,0,90,0,0,3.9,2.3,18360,210,14,8.5
2020,2,21,20:00,UTC,8,1003.7,0,90,0,0,3.9,2.3,16440,211,14.1,9.1
2020,2,21,21:00,UTC,7,1003.2,0,91,0,0,3.7,2.4,17830,207,14.5,9.1
2020,2,21,22:00,UTC,7,1002.9,0,90,0,0,3.7,2.2,19280,208,13.9,9.7
2020,2,21,23:00,UTC,7,1003,0,88,0,0,4,2.1,21070,208,16.2,9.9
2020,2,22,00:00,UTC,3,1002.1,0,86,0,0,3.8,1.8,20320,198,15.9,10
2020,2,22,01:00,UTC,8,1001.6,0,87,0,0,4,2.1,18740,196,14,10.1
2020,2,22,02:00,UTC,8,1001,0,85,0,0,4.4,2.2,16130,206,17.8,10.7
2020,2,22,03:00,UTC,8,1000.2,0,85,0,0,4.6,2.4,15620,204,20.9,11.9
2020,2,22,04:00,UTC,8,999.5,0,88,0,0,4.5,2.7,14100,204,17.2,10.8
2020,2,22,05:00,UTC,8,999,0,89,0,0,4.5,2.9,8750,198,21.1,10.9
2020,2,22,06:00,UTC,8,998.2,0.1,94,0.3,0,4.3,3.4,3480,200,17.5,11.6
2020,2,22,07:00,UTC,8,996.8,0.4,96,0.3,0,4.2,3.7,2890,199,16.2,10.7
2020,2,22,08:00,UTC,8,996.1,1.3,95,2.3,0,4.4,3.7,5700,203,18.1,10.2
2020,2,22,09:00,UTC,8,994.6,1.8,95,1.3,0,4.4,3.6,8380,199,21.4,12.8
2020,2,22,10:00,UTC,8,992.6,1.3,94,1.3,0,4.3,3.5,8520,196,17.1,11.2
2020,2,22,11:00,UTC,8,990.4,1.2,94,1.3,0,4.2,3.3,9950,191,17.2,9.7
2020,2,22,12:00,UTC,8,988.4,1,93,1.2,0,3.7,2.7,9010,191,21.1,11.6
2020,2,22,13:00,UTC,8,986.3,2.2,94,2.9,0,2.9,2.1,5180,195,20.6,13.1
2020,2,22,14:00,UTC,8,983.8,3.5,95,3.1,0,2.4,1.7,5770,193,19.8,10.9
2020,2,22,15:00,UTC,8,981.3,1.1,96,1.3,0,2.7,2.1,5750,182,18.3,10.1
2020,2,22,16:00,UTC,8,979.8,2.1,95,3.1,0,2.1,1.4,6290,193,18.7,11.6
2020,2,22,17:00,UTC,8,978.1,2.2,96,1.3,0,2.2,1.6,10050,184,16.3,9.5
2020,2,22,18:00,UTC,8,976.3,1.1,96,0,0,3.4,2.9,15550,187,18.5,9.7
2020,2,22,19:00,UTC,8,974.9,0.4,93,0.8,0,4.6,3.7,8670,204,18.9,11.4
2020,2,22,20:00,UTC,8,973.6,0.2,91,0,0,4.5,3.1,11840,214,17.1,10.3
2020,2,22,21:00,UTC,7,973.7,0.2,87,0,0,4,2,38740,230,15.2,9.2
2020,2,22,22:00,UTC,7,974,0,84,0,0,4.1,1.6,50000,230,17.1,9.9
2020,2,22,23:00,UTC,8,975.1,0,75,0,0,4.5,0.4,50000,246,16.2,10.7
2020,2,23,00:00,UTC,3,976.3,0,75,0,0,4.2,0.3,50000,244,15.3,9.3
2020,2,23,01:00,UTC,3,977.1,0,75,0,0,3.6,-0.4,50000,242,14.3,9.5
2020,2,23,02:00,UTC,0,977.8,0,75,0,0,3,-0.9,50000,240,11.8,7.3
2020,2,23,03:00,UTC,0,978.3,0,76,0,0,2.5,-1.3,50000,237,12.2,6.8
2020,2,23,04:00,UTC,0,978.7,0,76,0,0,2.1,-1.6,50000,232,10.4,6.7
2020,2,23,05:00,UTC,0,979.3,0,78,0,0,1.9,-1.5,50000,242,11.6,6.4
2020,2,23,06:00,UTC,1,979.5,0,80,0,0,1.7,-1.4,50000,227,8.5,5.3
2020,2,23,07:00,UTC,3,979.8,0,78,0,0,2.5,-0.9,41360,221,9,5.5
2020,2,23,08:00,UTC,7,979.8,0,76,0,0,3.2,-0.6,44190,230,8.3,5.3
2020,2,23,09:00,UTC,8,979.7,0,74,0,0,3.9,-0.3,39090,232,10.5,6
2020,2,23,10:00,UTC,8,979.8,0,71,0,0,4.7,-0.2,44440,238,9.8,5.8
2020,2,23,11:00,UTC,7,979.5,0,69,0,0,5.1,-0.3,48160,241,10.6,7
2020,2,23,12:00,UTC,3,979.6,0,66,0,0,5,-0.9,50000,240,10.7,7.3
2020,2,23,13:00,UTC,7,979.7,0,64,0,0,5.7,-0.7,50000,240,9,6.2
2020,2,23,14:00,UTC,5,980.1,0,65,0,0,5,-1.1,50000,245,11.3,8
2020,2,23,15:00,UTC,7,980.7,0,73,0,0,4,-0.3,50000,245,11.4,6
2020,2,23,16:00,UTC,3,981.6,0,75,0,0,3.5,-0.5,50000,253,9.3,6
2020,2,23,17:00,UTC,5,982,0,73,0,0,3.7,-0.7,50000,247,10.6,6.3
2020,2,23,18:00,UTC,5,982.5,0,75,0,0,3.3,-0.6,50000,245,7.3,5.3
2020,2,23,19:00,UTC,7,983,0,75,0,0,3.3,-0.7,50000,239,8,5.2
2020,2,23,20:00,UTC,7,983.8,0,76,0,0,3.2,-0.6,50000,260,8.7,5.4
2020,2,23,21:00,UTC,7,984.5,0,84,0,0,2.6,0.1,50000,256,10.4,6.2
2020,2,23,22:00,UTC,7,985,0,77,0,0,2.9,-0.7,50000,263,10.1,6.8
2020,2,23,23:00,UTC,7,985.5,0,76,0,0,2.6,-1.2,50000,250,9.8,6.2
2020,2,24,00:00,UTC,8,986.2,0,78,0,0,2,-1.4,50000,261,9,5.7
2020,2,24,01:00,UTC,5,986.6,0,79,0,0,1.2,-2,50000,240,7.5,5
2020,2,24,02:00,UTC,7,987.2,0,78,0,0,1.2,-2.2,50000,262,7.6,4.8
2020,2,24,03:00,UTC,5,988,0,80,0,0,1,-2,48320,264,8.1,5
2020,2,24,04:00,UTC,1,988.9,0,79,0,0,0.5,-2.7,50000,280,11.6,6.4
2020,2,24,05:00,UTC,0,990.1,0,73,0,0,0.3,-3.9,47770,279,11.5,5.8
2020,2,24,06:00,UTC,0,991.1,0,71,0,0,0.1,-4.5,43180,274,11.2,6.2
2020,2,24,07:00,UTC,0,991.9,0,64,0,0,0.9,-5.1,39210,279,10.8,6.7
2020,2,24,08:00,UTC,0,992.7,0,59,0,0,1.8,-5.4,35350,273,14.3,8.6
2020,2,24,09:00,UTC,1,993.1,0,57,0,0,2.4,-5.2,40860,276,14.9,8.5
2020,2,24,10:00,UTC,3,993.6,0,52,0,0,2.8,-6,38460,274,17,9.5
2020,2,24,11:00,UTC,1,994.1,0,49,0,0,3.7,-6,38750,274,16.2,9.4
2020,2,24,12:00,UTC,0,994.6,0,47,0,0,4.2,-6.2,44990,274,17,9.8
2020,2,24,13:00,UTC,0,995.2,0,44,0,0,4.3,-7,45000,272,17.4,11.2
2020,2,24,14:00,UTC,0,995.9,0,41,0,0,3.7,-8.2,46170,276,19.4,10.7
2020,2,24,15:00,UTC,0,996.8,0,47,0,0,2.9,-7.4,48940,272,16.7,9.7
2020,2,24,16:00,UTC,0,997.6,0,52,0,0,1.8,-7.1,50000,266,12.4,7.2
2020,2,24,17:00,UTC,0,998.3,0,56,0,0,1.2,-6.6,50000,264,14,7.9
2020,2,24,18:00,UTC,0,998.8,0,64,0,0,0.4,-5.7,50000,251,8.9,6.3
2020,2,24,19:00,UTC,0,999,0,69,0,0,-0.1,-5.1,50000,254,8.7,6.1
2020,2,24,20:00,UTC,0,999.4,0,71,0,0,-0.2,-4.9,50000,263,9.6,5.8
2020,2,24,21:00,UTC,0,999.8,0,71,0,0,-0.5,-5,50000,270,9.1,5.7
2020,2,24,22:00,UTC,0,999.9,0,79,0,0,-1.7,-4.8,50000,261,6.1,3.8
2020,2,24,23:00,UTC,0,999.9,0,80,0,0,-1.8,-4.7,50000,263,6.1,4.3
2020,2,25,00:00,UTC,0,999.8,0,85,0,0,-2.1,-4.3,50000,254,7.3,4.1
2020,2,25,01:00,UTC,0,999.9,0,86,0,0,-2.4,-4.4,50000,253,6.4,4.3
2020,2,25,02:00,UTC,0,999.9,0,89,0,0,-2.9,-4.4,50000,257,6.9,4.3
2020,2,25,03:00,UTC,0,999.8,0,87,0,0,-3.4,-5.2,50000,273,6.2,4.1
2020,2,25,04:00,UTC,0,999.9,0,86,0,0,-3.5,-5.5,50000,263,5.3,3.5
2020,2,25,05:00,UTC,0,999.9,0,86,0,0,-3.8,-5.8,50000,266,5.3,3.5
2020,2,25,06:00,UTC,0,1000,0,88,0,0,-4.3,-5.9,50000,282,4.6,3.6
2020,2,25,07:00,UTC,0,1000.2,0,79,0,0,-2.9,-5.9,49680,294,4.3,2.5
2020,2,25,08:00,UTC,0,1000.1,0,64,0,0,-0.9,-6.8,41530,311,3.1,1.7
2020,2,25,09:00,UTC,0,1000.1,0,55,0,0,-0.2,-8.1,40850,348,4,2.2
2020,2,25,10:00,UTC,0,999.7,0,52,0,0,0.2,-8.5,41250,354,3.8,2
2020,2,25,11:00,UTC,0,999.4,0,48,0,0,1.1,-8.6,40940,118,3.6,2
2020,2,25,12:00,UTC,0,999,0,48,0,0,1.4,-8.6,38880,101,3.5,2.1
2020,2,25,13:00,UTC,0,998.4,0,49,0,0,1.2,-8.3,40460,83,4.2,2.5
2020,2,25,14:00,UTC,0,998.1,0,49,0,0,0.7,-8.8,47880,117,5.8,4
2020,2,25,15:00,UTC,0,997.8,0,58,0,0,-0.6,-7.8,50000,111,4.5,3
2020,2,25,16:00,UTC,0,997.3,0,66,0,0,-1.2,-6.7,49010,86,4.3,2.9
2020,2,25,17:00,UTC,0,996.8,0,68,0,0,-1.5,-6.6,50000,49,4,3.1
2020,2,25,18:00,UTC,0,996.5,0,71,0,0,-1.9,-6.5,50000,41,4.6,3
2020,2,25,19:00,UTC,7,996,0,70,0,0,-1.8,-6.6,50000,47,5.9,3.8
2020,2,25,20:00,UTC,1,995.6,0,72,0,0,-2.3,-6.7,50000,45,5.5,3.9
2020,2,25,21:00,UTC,5,994.9,0,74,0,0,-2.4,-6.4,50000,52,5.9,3.6
2020,2,25,22:00,UTC,7,993.8,0,78,0,0,-2.4,-5.7,50000,38,8.4,5.3
2020,2,25,23:00,UTC,7,993.4,0,82,0,0,-2.4,-5,50000,48,7.9,5.2
2020,2,26,00:00,UTC,7,992.6,0,82,0,0,-2.2,-4.9,50000,45,9.3,6.4
2020,2,26,01:00,UTC,7,992.1,0,79,0,0,-2.1,-5.3,50000,38,9.5,5.6
2020,2,26,02:00,UTC,7,991.6,0,79,0,0,-2.1,-5.3,50000,45,10.5,7.5
2020,2,26,03:00,UTC,7,991.2,0,77,0,0,-1.9,-5.3,50000,42,11.2,6.8
2020,2,26,04:00,UTC,7,991.1,0,74,0,0,-1.6,-5.7,50000,44,11.1,6.7
2020,2,26,05:00,UTC,7,991,0,73,0,0,-1.7,-5.8,50000,42,9.8,6.8
2020,2,26,06:00,UTC,7,991.1,0,73,0,0,-1.8,-6.1,47990,38,9.7,6.5
2020,2,26,07:00,UTC,7,991.1,0,69,0,0,-1,-6,45200,46,10.5,6.6
2020,2,26,08:00,UTC,7,991.2,0,65,0,0,-0.7,-6.6,46570,40,8.6,5.6
2020,2,26,09:00,UTC,7,991.6,0,60,0,0,-0.6,-7.3,48770,45,11.7,7.3
2020,2,26,10:00,UTC,7,991.7,0,53,0,0,0.5,-8.1,36670,50,13.2,8.2
2020,2,26,11:00,UTC,3,991.9,0,49,0,0,1.1,-8.4,39190,51,13.5,8.6
2020,2,26,12:00,UTC,7,992.2,0,53,0,0,0.8,-7.6,47060,43,11.9,8
2020,2,26,13:00,UTC,7,992.9,0,58,0,0,0.3,-6.9,50000,36,10.8,7.6
2020,2,26,14:00,UTC,3,993.2,0,52,0,0,0.6,-8.3,50000,41,10.9,6.9
2020,2,26,15:00,UTC,1,993.7,0,42,0,0,0.2,-11.2,50000,40,11.9,7.7
2020,2,26,16:00,UTC,7,994.5,0,47,0,0,-0.5,-10.3,50000,38,14.1,7.9
2020,2,26,17:00,UTC,5,995.2,0,54,0,0,-0.9,-8.9,50000,42,12.1,8.3
2020,2,26,18:00,UTC,7,995.5,0,57,0,0,-1.3,-8.7,50000,42,10.7,6.5
2020,2,26,19:00,UTC,7,996,0,58,0,0,-1.6,-8.9,50000,46,12.9,7.5
2020,2,26,20:00,UTC,5,996.6,0,58,0,0,-1.9,-9.1,50000,45,11.3,7.5
2020,2,26,21:00,UTC,5,997,0,58,0,0,-2.4,-9.5,50000,54,9,5.7
2020,2,26,22:00,UTC,8,997.3,0,60,0,0,-2.9,-9.7,50000,47,8.2,5
2020,2,26,23:00,UTC,7,997.3,0,62,0,0,-3.6,-9.9,50000,43,7.5,5
2020,2,27,00:00,UTC,5,997.4,0,64,0,0,-4.4,-10.1,50000,40,8.5,5.3
2020,2,27,01:00,UTC,0,997.7,0,68,0,0,-5.1,-10,50000,36,8.8,5.3
2020,2,27,02:00,UTC,0,997.9,0,72,0,0,-5.6,-9.8,50000,33,10.1,7.1
2020,2,27,03:00,UTC,0,998.2,0,74,0,0,-6.1,-10,50000,30,8.2,5.4
2020,2,27,04:00,UTC,0,998.4,0,78,0,0,-6.3,-9.5,50000,35,7.5,4.8
2020,2,27,05:00,UTC,0,998.6,0,81,0,0,-6.4,-9.1,50000,33,8.1,5.2
2020,2,27,06:00,UTC,0,998.8,0,76,0,0,-6.2,-9.7,50000,40,7.8,4.6
2020,2,27,07:00,UTC,0,999,0,69,0,0,-5.1,-10,50000,38,9.1,5.8
2020,2,27,08:00,UTC,0,999.3,0,62,0,0,-3.5,-9.6,43500,57,10.5,5
2020,2,27,09:00,UTC,0,999,0,60,0,0,-2.4,-9.1,41070,55,9.9,6.2
2020,2,27,10:00,UTC,0,999.2,0,66,0,0,-2.3,-7.8,50000,58,12.8,7.8
2020,2,27,11:00,UTC,0,998.7,0,58,0,0,-1.3,-8.6,50000,56,10.5,6.8
2020,2,27,12:00,UTC,0,998.4,0,44,0,0,-0.4,-11.1,47700,54,9.9,6.8
2020,2,27,13:00,UTC,0,998.5,0,41,0,0,-0.3,-12.2,43420,61,12.4,8.9
2020,2,27,14:00,UTC,0,998.5,0,40,0,0,-0.2,-12.1,46900,67,10,6
2020,2,27,15:00,UTC,0,998.5,0,46,0,0,-0.9,-11.2,50000,69,9.7,5.7
2020,2,27,16:00,UTC,0,998.5,0,48,0,0,-1.4,-11,50000,61,7.7,4.8
2020,2,27,17:00,UTC,0,998.4,0,48,0,0,-1.7,-11.3,50000,40,7.3,4.3
2020,2,27,18:00,UTC,1,998.2,0,57,0,0,-2.5,-9.8,50000,35,10,6.1
2020,2,27,19:00,UTC,3,998,0,62,0,0,-3.1,-9.4,50000,39,10.2,5.9
2020,2,27,20:00,UTC,0,998.2,0,65,0,0,-3.7,-9.2,50000,45,9.7,5.6
2020,2,27,21:00,UTC,0,998.4,0,70,0,0,-4.3,-9.1,50000,40,8.7,4.6
2020,2,27,22:00,UTC,8,998.5,0,74,0,0,-4.4,-8.4,50000,33,7.5,4.8
2020,2,27,23:00,UTC,5,998.7,0,77,0,0,-5,-8.4,50000,21,6.2,4.2
2020,2,28,00:00,UTC,7,998.7,0,78,0,0,-5,-8.3,50000,15,7.3,4.1
2020,2,28,01:00,UTC,7,998.7,0,79,0,0,-5.1,-8.2,50000,18,8,4.8
2020,2,28,02:00,UTC,5,998.9,0,81,0,0,-5.5,-8.3,50000,16,8.1,5
2020,2,28,03:00,UTC,7,999.3,0,81,0,0,-5.6,-8.4,50000,17,8.2,4.8
2020,2,28,04:00,UTC,8,999.4,0,82,0,0,-5.9,-8.5,50000,11,8.1,4.1
2020,2,28,05:00,UTC,7,999.6,0,83,0,0,-6.1,-8.5,49780,9,4.9,3
2020,2,28,06:00,UTC,1,999.6,0,85,0,0,-7.2,-9.3,50000,346,5.6,4.1
2020,2,28,07:00,UTC,0,999.5,0,79,0,0,-6.4,-9.5,43420,329,5.3,2.3
2020,2,28,08:00,UTC,0,999.5,0,69,0,0,-5.1,-9.9,43320,325,4.7,2.5
2020,2,28,09:00,UTC,0,999.6,0,57,0,0,-2.8,-10.2,41920,333,4.8,3
2020,2,28,10:00,UTC,0,999.5,0,51,0,0,-1.7,-10.6,32400,318,5.4,3.5
2020,2,28,11:00,UTC,0,999.6,0,45,0,0,-0.5,-11.1,36700,310,5.5,3.3
2020,2,28,12:00,UTC,0,999.7,0,39,0,0,0.7,-11.9,50000,307,5.2,3
2020,2,28,13:00,UTC,0,999.7,0,34,0,0,1.3,-12.7,40450,309,6,3.7
2020,2,28,14:00,UTC,0,1000,0,28,0,0,0.6,-15.8,48100,324,6.9,3.5
2020,2,28,15:00,UTC,0,1000.2,0,34,0,0,-0.3,-14.2,50000,307,6,2.8
2020,2,28,16:00,UTC,0,1000.6,0,37,0,0,-2,-14.7,50000,307,5.1,3
2020,2,28,17:00,UTC,0,1000.9,0,39,0,0,-2.9,-14.9,43980,301,3.2,2.2
2020,2,28,18:00,UTC,0,1001.1,0,47,0,0,-4.2,-13.9,28540,287,4.3,3.3
2020,2,28,19:00,UTC,0,1001.3,0,50,0,0,-4.8,-13.7,29890,274,4.4,3.3
2020,2,28,20:00,UTC,0,1001.3,0,59,0,0,-5.5,-12.2,38870,293,3.9,3.3
2020,2,28,21:00,UTC,0,1001.4,0,60,0,0,-6.2,-12.7,50000,286,4.5,3.6
2020,2,28,22:00,UTC,0,1001.6,0,61,0,0,-6.7,-13,50000,279,5.2,3.8
2020,2,28,23:00,UTC,0,1001.8,0,63,0,0,-6.8,-12.7,50000,272,5.7,4.3
2020,2,29,00:00,UTC,0,1002.1,0,66,0,0,-6.8,-12,50000,259,5.3,3.5
2020,2,29,01:00,UTC,0,1002.2,0,71,0,0,-7.4,-11.7,50000,277,5.9,4.4
2020,2,29,02:00,UTC,0,1002,0,76,0,0,-8.3,-11.7,50000,277,5.3,3.9
2020,2,29,03:00,UTC,0,1002.1,0,74,0,0,-8.2,-12,50000,267,5,3.6
2020,2,29,04:00,UTC,0,1002,0,73,0,0,-7.7,-11.7,50000,249,4.6,3.6
2020,2,29,05:00,UTC,0,1001.6,0,75,0,0,-8.8,-12.4,50000,269,3.4,2.5
2020,2,29,06:00,UTC,0,1001.4,0,77,0,0,-8.9,-12.1,50000,273,2,1.4
2020,2,29,07:00,UTC,7,1001,0,69,0,0,-5.5,-10.3,43820,119,1.2,0.6
2020,2,29,08:00,UTC,8,1000.9,0,67,0,0,-4.6,-9.8,32100,127,2.2,1.6
2020,2,29,09:00,UTC,8,1000.5,0,63,0,0,-2.7,-8.7,36530,100,3.3,2.2
2020,2,29,10:00,UTC,7,999.9,0,76,0,0,0.4,-3.3,6700,177,8.5,5.2
2020,2,29,11:00,UTC,7,999.5,0.2,93,1.2,0,-0.2,-1.1,5430,148,5.3,3
2020,2,29,12:00,UTC,8,999.1,0.3,93,0,0,0.9,-0.1,8820,179,5.7,3.3
2020,2,29,13:00,UTC,7,998.8,0,87,0,0,1.9,-0.1,50000,255,4.8,2.8
2020,2,29,14:00,UTC,3,998.5,0,83,0,0,1.3,-1.3,50000,205,3.6,2.2
2020,2,29,15:00,UTC,7,998.2,0,85,0,0,1.4,-0.8,50000,173,3.1,1.6
2020,2,29,16:00,UTC,8,998,0,90,0,0,1.5,0,22490,189,9.2,5.1
2020,2,29,17:00,UTC,8,998,0.1,96,0.5,0,0.7,0.1,12150,165,5.9,2.8
2020,2,29,18:00,UTC,7,997.6,0.1,98,0.3,0,0.6,0.2,10910,173,5,3
2020,2,29,19:00,UTC,8,997.2,0.1,98,0,0,0.8,0.5,9820,197,5.8,3.4
2020,2,29,20:00,UTC,8,996.9,0,97,0,0,1.1,0.8,31700,216,5.8,3.9
2020,2,29,21:00,UTC,7,996.8,0.1,97,0.3,0,1,0.6,18560,207,4.6,3
2020,2,29,22:00,UTC,8,996.5,0.4,97,1.7,0,0.9,0.5,6650,209,7.9,3.4
2020,2,29,23:00,UTC,9,996.3,1.3,99,1.6,0,0.2,0,1370,209,5.6,3.9
2020,3,1,00:00,UTC,8,995.8,0.5,99,0,0,0.4,0.3,32860,208,3.5,2.2
2020,3,1,01:00,UTC,8,994.8,0,98,0,0,1.4,1.1,15290,174,5,2.8
2020,3,1,02:00,UTC,8,994,0.5,96,0.7,0,1.2,0.6,13570,172,8.3,4.8
2020,3,1,03:00,UTC,7,993.4,0.1,95,0,0,1,0.3,19090,149,6.8,4.6
2020,3,1,04:00,UTC,8,992.7,0,93,0,0,0.9,0,22620,145,7.4,5
2020,3,1,05:00,UTC,8,991.6,0,94,0,0,0.9,-0.1,24050,132,5.9,3.8
2020,3,1,06:00,UTC,8,990.7,0.4,97,0.6,0,0.4,0,2150,129,6.4,4
2020,3,1,07:00,UTC,7,989.7,0.8,98,0.4,0,0.4,0.1,7560,126,7.4,4.6
2020,3,1,08:00,UTC,8,988.7,0.2,97,0,2,0.6,0.2,7050,127,8,4.8
2020,3,1,09:00,UTC,8,987.7,0.4,97,0.7,2,0.7,0.3,3970,127,7.4,4.5
2020,3,1,10:00,UTC,8,986.8,0.7,98,1.3,2,0.6,0.3,2090,122,6.8,4.8
2020,3,1,11:00,UTC,8,986,1.4,98,1.6,2,0.5,0.3,1570,126,8.1,5.1
2020,3,1,12:00,UTC,8,985.4,1.7,99,0.6,3,0.6,0.5,4570,168,7.9,4.1
2020,3,1,13:00,UTC,7,985.6,0.6,95,1.9,2,3,2.2,14970,226,12.4,7.3
2020,3,1,14:00,UTC,7,986.7,0,91,0,2,3.1,1.8,40280,223,13.5,7.9
2020,3,1,15:00,UTC,7,987.6,0,85,0,2,3.2,0.9,28030,218,13.1,8.3
2020,3,1,16:00,UTC,7,988.1,0,90,0,2,3.2,1.7,18740,209,10.1,6.7
2020,3,1,17:00,UTC,7,988.5,3.6,96,0.7,2,1.9,1.3,26260,212,9.5,6.3
2020,3,1,18:00,UTC,7,988.6,1.3,95,1.2,2,3.1,2.3,9520,209,13.6,7.8
2020,3,1,19:00,UTC,7,988.5,1.3,93,0.7,0,3.3,2.2,5660,204,16.2,10.8
2020,3,1,20:00,UTC,7,988.8,0.7,94,0.7,0,3.3,2.4,10560,205,15.9,10.8
2020,3,1,21:00,UTC,7,989.3,0.2,93,0,0,3.5,2.5,15770,209,14.5,9.8
2020,3,1,22:00,UTC,7,989.8,0.1,93,0,0,3.6,2.5,16790,212,10.9,7.2
2020,3,1,23:00,UTC,7,990.2,0.1,93,0.3,0,3.5,2.4,16920,209,11.7,8
2020,3,2,00:00,UTC,7,990.7,0.1,92,0.4,0,3.5,2.4,18780,216,10.2,6.3
2020,3,2,01:00,UTC,7,991.1,0.1,93,0.3,0,3.4,2.4,9040,208,10.3,7.3
2020,3,2,02:00,UTC,7,991.5,0.2,94,0,0,3.2,2.3,10060,204,10.4,7
2020,3,2,03:00,UTC,7,991.9,0.3,94,0,0,3.3,2.4,12270,212,10.2,6.5
2020,3,2,04:00,UTC,7,992.3,0.3,95,1.5,0,3,2.3,7520,210,9.4,6.5
2020,3,2,05:00,UTC,7,992.5,0.7,95,0.4,0,3,2.3,10920,206,10.9,7
2020,3,2,06:00,UTC,7,993.3,0.8,96,0.6,0,2.8,2.3,13460,215,8.2,5
2020,3,2,07:00,UTC,7,994.3,0.3,97,0.4,0,3.1,2.7,11050,211,9,5.8
2020,3,2,08:00,UTC,7,995,0.1,95,0,0,3.7,3,17430,207,9,5.9
2020,3,2,09:00,UTC,7,996,0,95,0,0,3.7,2.9,19170,208,7.4,5.3
2020,3,2,10:00,UTC,7,996.8,0,92,0,0,4.4,3.2,17750,214,6.5,4.3
2020,3,2,11:00,UTC,7,997.7,0,92,0,,4.3,3.1,18820,206,8.8,4.8
2020,3,2,12:00,UTC,7,998.4,0,83,0,0,5.4,2.8,23040,207,9.3,6.3
2020,3,2,13:00,UTC,5,999,0,86,0,0,5,2.9,21490,205,7.7,4.5
2020,3,2,14:00,UTC,1,999.7,0,88,0,0,4.4,2.5,21030,213,6.8,4.3
2020,3,2,15:00,UTC,7,1000.2,0,85,0,0,4.1,1.9,23940,213,7.6,4.6
2020,3,2,16:00,UTC,0,1000.8,0,89,0,0,3,1.3,19880,220,4.5,3.3
2020,3,2,17:00,UTC,0,1001.7,0,94,0,0,2.4,1.4,17010,216,3.9,3.2
2020,3,2,18:00,UTC,0,1002,0,94,0,0,2.3,1.5,14850,187,3.4,2.1
2020,3,2,19:00,UTC,7,1002.5,0,97,0,0,1.7,1.3,9880,172,3,1.6
2020,3,2,20:00,UTC,5,1003,0,99,0,0,1.4,1.2,4420,146,2.9,2.1
2020,3,2,21:00,UTC,7,1003.4,0,99,0,0,1.4,1.2,3580,132,1.7,1.5
2020,3,2,22:00,UTC,7,1003.6,0,99,0,0,0.7,0.6,2690,88,2.8,2
2020,3,2,23:00,UTC,7,1003.9,0,99,0,0,1.1,1.1,2400,63,2.6,1.8
2020,3,3,00:00,UTC,7,1004.3,0,99,0,0,1.3,1.2,4490,60,2.8,2.2
2020,3,3,01:00,UTC,8,1004.5,0,99,0,0,1.6,1.4,8940,57,2.8,2.2
2020,3,3,02:00,UTC,8,1004.8,0,99,0,0,1.4,1.2,7100,82,4.6,3
2020,3,3,03:00,UTC,7,1004.7,0,97,0,0,1.6,1.3,14330,55,4.1,3.3
