"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Sademäärä [mm]","Lumensyvyys [cm]"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","14","02:00","0","54"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","15","02:00","0.1","54"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","16","02:00","0.7","54"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","17","02:00","1.6","54"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","18","02:00","0","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","19","02:00","-1","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","20","02:00","-1","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","21","02:00","-1","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","22","02:00","-1","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","23","02:00","2.2","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","24","02:00","0.7","56"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","25","02:00","0.1","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","26","02:00","0.2","55"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","27","02:00","0","52"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","28","02:00","0","50"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","29","02:00","5","45"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","30","02:00","3.1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","3","31","02:00","0","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","1","02:00","-1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","2","02:00","-1","38"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","3","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","4","02:00","-1","35"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","5","02:00","3.4","35"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","6","02:00","0.1","39"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","7","02:00","0.1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","8","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","9","02:00","0","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","10","02:00","-1","37"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","11","02:00","-1","28"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","12","02:00","4.2","19"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","13","02:00","-1","16"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","14","02:00","0","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","15","02:00","-1","6"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","16","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","17","02:00","3.4","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","18","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","19","02:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","20","02:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","21","02:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","22","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","23","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","24","02:00","1.2","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","25","02:00","0.4","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","26","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","27","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","28","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","29","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","4","30","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","1","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","2","02:00","3.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","3","02:00","4.9","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","4","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","5","02:00","2.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","6","02:00","2.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","7","02:00","0.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","8","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","9","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","10","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","11","02:00","0.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","12","02:00","2.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","13","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","14","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","15","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","16","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","17","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","18","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","19","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","20","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","21","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","22","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","23","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","24","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","25","02:00","1.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","26","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","27","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","28","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","29","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","30","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","5","31","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","1","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","2","02:00","4.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","3","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","4","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","5","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","6","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","7","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","8","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","9","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","10","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","11","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","12","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","13","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","14","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","15","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","16","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","17","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","18","02:00","0.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","19","02:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","20","02:00","2.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","21","02:00","0.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","22","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","23","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","24","02:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","25","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","26","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","27","02:00","13.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","28","02:00","5.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","29","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","6","30","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","1","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","2","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","3","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","4","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","5","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","6","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","7","02:00","2.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","8","02:00","0.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","9","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","10","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","11","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","12","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","13","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","14","02:00","2.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","15","02:00","1.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","16","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","17","02:00","14.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","18","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","19","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","20","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","21","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","22","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","23","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","24","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","25","02:00","1.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","26","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","27","02:00","3.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","28","02:00","13.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","29","02:00","7.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","30","02:00","0.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","7","31","02:00","16.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","1","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","2","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","3","02:00","0.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","4","02:00","1.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","5","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","6","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","7","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","8","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","9","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","10","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","11","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","12","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","13","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","14","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","15","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","16","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","17","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","18","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","19","02:00","2.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","20","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","21","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","22","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","23","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","24","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","25","02:00","1.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","26","02:00","2.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","27","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","28","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","29","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","30","02:00","3.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","8","31","02:00","0.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","1","02:00","13.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","2","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","3","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","4","02:00","0.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","5","02:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","6","02:00","4.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","7","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","8","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","9","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","10","02:00","13.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","11","02:00","4.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","12","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","13","02:00","3.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","14","02:00","9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","15","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","16","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","17","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","18","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","19","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","20","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","21","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","22","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","23","02:00","0.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","24","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","25","02:00","1.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","26","02:00","0.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","27","02:00","0.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","28","02:00","0.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","29","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","9","30","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","1","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","2","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","3","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","4","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","5","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","6","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","7","02:00","6.3","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","8","02:00","1.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","9","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","10","02:00","1.1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","11","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","12","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","13","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","14","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","15","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","16","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","17","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","18","02:00","0","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","19","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","20","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","21","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","22","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","23","02:00","1.9","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","24","02:00","0.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","25","02:00","1.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","26","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","27","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","28","02:00","0.2","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","29","02:00","-1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","30","02:00","0.2","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","10","31","02:00","0.9","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","1","02:00","0.4","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","2","02:00","0","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","3","02:00","-1","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","4","02:00","-1","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","5","02:00","3.9","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","6","02:00","2.7","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","7","02:00","3.7","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","8","02:00","6.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","9","02:00","4.8","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","10","02:00","5.4","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","11","02:00","9.5","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","12","02:00","10.6","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","13","02:00","0.1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","14","02:00","-1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","15","02:00","-1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","16","02:00","0.9","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","17","02:00","-1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","18","02:00","1.9","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","19","02:00","1.6","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","20","02:00","3.8","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","21","02:00","0.6","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","22","02:00","2.4","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","23","02:00","0.1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","24","02:00","0.9","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","25","02:00","0.1","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","26","02:00","3.9","7"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","27","02:00","1.2","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","28","02:00","3","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","29","02:00","0.9","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","11","30","02:00","3.9","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","1","02:00","2.9","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","2","02:00","1.9","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","3","02:00","0.7","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","4","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","5","02:00","-1","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","6","02:00","0","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","7","02:00","0.8","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","8","02:00","1.9","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","9","02:00","0.1","0"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","10","02:00","0.7","-1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","11","02:00","0.3","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","12","02:00","-1","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","13","02:00","0","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","14","02:00","0","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","15","02:00","-1","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","16","02:00","-1","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","17","02:00","0.4","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","18","02:00","0.2","1"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","19","02:00","2.1","2"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","20","02:00","0.9","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","21","02:00","0.2","7"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","22","02:00","-1","7"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","23","02:00","2.3","7"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","24","02:00","0.4","10"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","25","02:00","-1","11"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","26","02:00","2.5","11"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","27","02:00","0.3","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","28","02:00","0","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","29","02:00","0.4","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","30","02:00","-1","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1976","12","31","02:00","1.3","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","1","02:00","0.3","13"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","2","02:00","0.1","13"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","3","02:00","0.2","13"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","4","02:00","0","13"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","5","02:00","4.5","11"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","6","02:00","0","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","7","02:00","1.2","3"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","8","02:00","0.5","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","9","02:00","0","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","10","02:00","0.9","4"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","11","02:00","3.2","5"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","12","02:00","2","12"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","13","02:00","3","15"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","14","02:00","0.4","16"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","15","02:00","0.2","17"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","16","02:00","0.1","17"
"Kruunupyy Kokkola-Pietarsaari lentoasema","1977","1","17","02:00","0.1","17"
